text	retweet_count
¡Ojo viajeros! Estas son las personas con mayor riesgo de contraer #sarampión. #LibresDeSarampión https://t.co/0sDvyQqO7V	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Si tienes estos síntomas comunícate con la Secretaría Distrital de Salud al 3508720253. #LibresDeSarampión https://t.co/omoAZLOvl4	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSAhora Secretario de Salud @luismorales0621  presenta proyectos de APP en salud y CAPS para Bogotá en la 1 Feria… https://t.co/l8L696O28j	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
"RT @camaradelainfra: ""Seis hospitales han sido planteados como prioridad en el proyecto de APP de infraestructura hospitalaria. A la fecha…"	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias En #LaNuevaBogotá ya son 20 Centros de Atención Prioritaria que están funcionando, conoce dónde est… https://t.co/Xv2MoWb8ax	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Policia924FM: .@SectorSalud está en vigilancia permanente para atender temas de enfermedades como el #Sarampión en la capital.  Dr. Lui…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Policia924FM: .@SectorSalud pide a padres o familiares de niños pequeños que acudan de inmediato a los puestos de salud como medida de…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Policia924FM: Secretaria de Salud alerta a todas las entidades asistenciales distritales con el fin de actuar de forma inmediata para e…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSAhora A través de medios de comunicación el Secretario de Salud @luismorales0621  informa que estamos intensifi… https://t.co/eiNnN8H59U	20
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSRecomienda Si necesitas vacunarte contra el #sarampión, la Secretaría Distrital de Salud habilitó los siguiente… https://t.co/uTK6efSrMM	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSRecomienda Si vas viajar recuerda aplicarte la vacuna contra el #sarampión. <U+2708> #LibresDeSarampión https://t.co/4eG9f5naWW	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Estas son las recomendaciones para los viajeros procedentes del extranjero. #LibresDeSarampión https://t.co/kqUqGkWzBs	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Cuidado Si tienes estos síntomas comunícate con la Secretaría Distrital de Salud al 3508720253 #LibresDeSarampión https://t.co/BmO3tpEu5b	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenosDías La lonchera escolar es complemento de la alimentación diaria de loss niños y no reemplaza las comidas i… https://t.co/wgqBjxoN3x	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
¡Crees que duermes bien? te retamos a resolver este test y descubrir si tienes un #TrastornoDelSueño.… https://t.co/jWjLwUgIkb	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La apnea del sueño es un trastorno común, que se da principalmente por la obesidad o la alteración del sistema nerv… https://t.co/y1ShSAivx6	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Ojo un #TrastornoDelSueño está dentro de los 5 síntomas más frecuentes de consulta en medicina general y urgencias.… https://t.co/yQViQtfnRG	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Secretaría Distrital de Salud creemos en la responsabilidad que tenemos todos para vivir en ambientes seguros… https://t.co/GksRoP8XLC	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
No cuidar su salud mental influye directamente en las posibilidades de padecer un #TrastornoDelSueño , éstas son la… https://t.co/wT4pka1VtG	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Ojo Andrés Parra médico psiquiatra de la @SubRedCentroOr revela síntomas de un posible #TrastornoDelSueño 	
1	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/80c4Lqpdo9	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Un #TrastornoDelSueño es más común de lo que pensamos, conoce aquí  los más frecuentes.#DuermeSaludable https://t.co/0VkwzwqoAI	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/ucKA5VhME8	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estas síntomas, debes llevarlo al médico de inmediato https://t.co/EXURrldF4n	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @luismorales0621: Así se ha mejorado la salud de los bogotanos. Nunca antes en la ciudad se le había prestado tanta atención a las solic…	44
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Sexperto ¿Preguntas incómodas sobre sexualidad? Respuestas expertas sobre salud sexual y reproductiva. Ingresa ya… https://t.co/S80of0KHqk	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/Ohe7dDjeUo	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/tob3k3eNm9	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @Linea_106 es un espacio donde la voz de los niños, niñas, adolescentes y jóvenes es muy importante. Te puedes c… https://t.co/wIxz9WEVdA	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/K0CjAmHYWi	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Aplica estás prácticas para evitar la proliferación de enfermedades respiratorias. Consulta más info… https://t.co/TuU5VDiHxX	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Cuántas veces al día te lavas las manos?  Aprende a hacerlo de manera correcta en… https://t.co/xyvbTnxQq5	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Cuando sientas que necesitas hablar con alguien, ¡nosotros te escuchamos!. Te garantizamos: Privacidad, Fácil acces… https://t.co/a6YxiSUS0n	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: Continuaremos trabajando para garantiza una #SaludMejorParaTodos con todo el equipo de #MiSubRedNorte: @Yidney 	
	
4	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: Vocera del Comité de Participación Comunitaria presenta en #MiSubRedNorteRindeCuentas. ¡Escuchamos a la ciudadanía! https:…	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: En 2018, implementaremos tres CAPS más en #MiSubRedNorte:	
	
	
	
	
	
	
	
2	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: Fanny Rugeles, directora de atención al usuario de #MiSubRedNorte, atiende las preguntas de los ciudadanos asistentes a nu…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @secredistmujer: Invitad@s de @harvardmed, @BrighamWomens y @Acid_Survivors conocerán durante su visita de cuatro días, el modelo integr…	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: La renovación tecnológica de equipos y salas de cirugías hace parte de nuestras prioridades de inversión. El objetivo es s…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @SubRedNorte: La gestión de @Yidney ha permitido traer profesionales de la salud capacitados para atender la demanda. Estamos logrando u…	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La Secretaría de Salud pone en funcionamiento su nueva y moderna área de Servicio al Ciudadano.… https://t.co/49s8lXs762	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#ElDato: La temperatura de congelación del pescado debe ser de 18 grados celsius bajo cero #SemanaSantaConSalud https://t.co/weEOK4mna6	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Evite posibles intoxicaciones y enfermedades por causa de alimentos pesqueros y de acuicultura… https://t.co/iEFTqKbAHs	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Si vas a consumir productos de pesca enlatados revisa el empaque y la información sobre el con… https://t.co/W1PylqeppJ	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Si vas a consumir productos de pesca enlatados revisa el empaque y la información sobre el con… https://t.co/tPgZgpdxvC	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud ¡No te confíes! Comprueba que el pescado seco tenga las condiciones sanitarias adecuadas https://t.co/5V601eGY7p	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud ¡No te confíes! Comprueba que el pescado seco tenga las condiciones sanitarias adecuadas https://t.co/oYW5enkjo2	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#OjoAlDato Para que tengas una #SemanaSantaConSalud conoce las características que debe tener el pescado fresco https://t.co/JoDusmbnLC	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud ¿Conoces las características que debe tener el pescado fresco apto para el consumo? https://t.co/iUsHHpHip9	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SDSAhora Para que tengas una #SemanaSantaConSalud estamos en la plaza de mercado de Paloquemao en operativos en ve… https://t.co/iczes3bmMF	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Al comprar pescado fresco asegúrese de que esté debidamente refrigerado o congelado. https://t.co/f9dmA2VrwZ	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud La SDS realizará operativos de inspección para verificar las condiciones de los productos de p… https://t.co/5RAFGJMjwt	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud A la hora de comprar pescado, hazlo en un lugar reconocido. No en ventas ambulantes https://t.co/yIhpTSzeWF	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#ElDato: La temperatura de congelación del pescado debe ser de 18 grados celsius bajo cero #SemanaSantaConSalud https://t.co/fNJSc4f6SU	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Si vas a consumir productos de pesca enlatados revisa el empaque y la información sobre el con… https://t.co/pzgtpKHxOQ	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Evite posibles intoxicaciones y enfermedades por causa de alimentos pesqueros y de acuicultura… https://t.co/yr43nAKt9U	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Si vas a consumir productos de pesca enlatados revisa el empaque y la información sobre el con… https://t.co/Wn2Ju9OIE7	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud ¡No te confíes! Comprueba que el pescado seco tenga las condiciones sanitarias adecuadas https://t.co/0hYvjVyB3o	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud ¡No te confíes! Comprueba que el pescado seco tenga las condiciones sanitarias adecuadas https://t.co/Ch7rIKb7SE	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#OjoAlDato Para que tengas una #SemanaSantaConSalud conoce las características que debe tener el pescado fresco https://t.co/WPosRmYGXw	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud ¿Conoces las características que debe tener el pescado fresco apto para el consumo? https://t.co/3Us1kp3sSD	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Al comprar pescado fresco asegúrese de que esté debidamente refrigerado o congelado. https://t.co/liNFj0FbIN	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud La SDS realizará operativos de inspección para verificar las condiciones de los productos de p… https://t.co/m1Dpq0OhpO	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud A la hora de comprar pescado, hazlo en un lugar reconocido. No en ventas ambulantes https://t.co/a22gYWa7cQ	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias En #LaNuevaBogotá ya son 20 Centros de Atención Prioritaria que están funcionando, conoce dónde est… https://t.co/aE9fQp5Qw0	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Consulta al médico si tienes alguno de estos síntomas https://t.co/hb9IgDESLr	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/HDTk0eohgv	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Secretaría Distrital de Salud creemos en la responsabilidad que tenemos todos para vivir en ambientes seguros… https://t.co/sLtNCi4zmm	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/cZdJTHehca	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Sexperto ¿Preguntas incómodas sobre sexualidad? Respuestas expertas sobre salud sexual y reproductiva. Ingresa ya… https://t.co/dk8YZMAmst	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/uSs3GqYapm	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/V2JO6lKYxG	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/GC5F4zBzqZ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @Linea_106 es un espacio donde la voz de los niños, niñas, adolescentes y jóvenes es muy importante. Te puedes c… https://t.co/tZLRhrXxjt	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/bvGN7cjyPc	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Aplica estás prácticas para evitar la proliferación de enfermedades respiratorias. Consulta más info… https://t.co/ADhWmz1VuK	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Evita que a quien esté a tu lado le dé ira tu estornudo https://t.co/MPiDhGaV0I	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Cuántas veces al día te lavas las manos?  Aprende a hacerlo de manera correcta en… https://t.co/COtakioJGM	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Cuando sientas que necesitas hablar con alguien, ¡nosotros te escuchamos!. Te garantizamos: Privacidad, Fácil acces… https://t.co/uHy1FqVNBu	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @SubRedSur cuenta con 6 CAPS para tu servicio de salud. Conoce dónde están ubicados y acude, te esperamos.… https://t.co/maoY3922UN	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias En #LaNuevaBogotá ya son 20 Centros de Atención Prioritaria que están funcionando, conoce dónde est… https://t.co/YNhsvXAqw9	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedSurOcci cuenta con 6 CAPS para tu servicio de salud. Nuevos servicios, mejores experienci… https://t.co/d8ksRdmqhr	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedNorte cuenta con 5 CAPS para tu servicio de salud. Nuevos servicios, mejores experiencias… https://t.co/5dzU8Wnqh5	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedCentroOri cuenta con 4 CAPS para tu servicio de salud. Nuevos servicios, mejores experien… https://t.co/AQ7YQONxeQ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Consulta al médico si tienes alguno de estos síntomas https://t.co/9QsJouuJif	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/Dr23DoL0JP	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/73ndYUiKik	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/anrSEHt0vg	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Secretaría Distrital de Salud creemos en la responsabilidad que tenemos todos para vivir en ambientes seguros… https://t.co/PrXq2BiHi5	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/lGI44OZfLW	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Sexperto ¿Preguntas incómodas sobre sexualidad? Respuestas expertas sobre salud sexual y reproductiva. Ingresa ya… https://t.co/8N0APSjiQq	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/enExatk0MS	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/Bxm11eRrEt	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/Pql1lQLspE	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/VCnzGeNZTm	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @Linea_106 es un espacio donde la voz de los niños, niñas, adolescentes y jóvenes es muy importante. Te puedes c… https://t.co/nr6OZ4mV3M	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/zVEN1Zq27R	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Aplica estás prácticas para evitar la proliferación de enfermedades respiratorias. Consulta más info… https://t.co/0K5L79Pqmb	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Evita que a quien esté a tu lado le dé ira tu estornudo https://t.co/pE66FiiRqV	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Cuántas veces al día te lavas las manos?  Aprende a hacerlo de manera correcta en… https://t.co/9Ukth9ZyKD	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Cuando sientas que necesitas hablar con alguien, ¡nosotros te escuchamos!. Te garantizamos: Privacidad, Fácil acces… https://t.co/XmZrIdlPea	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
No nos quedan dudas, para nosotros Luis Miguel Bermúdez es el mejor profesor del mundo. Gracias por la labor que re… https://t.co/TNkG2oZYuh	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @luismorales0621: Bogotá y los municipios de la Sabana deben conformar una Red Integrada de Servicios de Salud con una sola EPS, que per…	35
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @SubRedSur cuenta con 6 CAPS para tu servicio de salud. Conoce dónde están ubicados y acude, te esperamos.… https://t.co/cVXHT6YnDu	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @SubRedSur cuenta con 6 CAPS para tu servicio de salud. Conoce dónde están ubicados y acude, te esperamos.… https://t.co/wb7p3aiLEk	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedSurOcci cuenta con 6 CAPS para tu servicio de salud. Nuevos servicios, mejores experienci… https://t.co/ZLcoRV21Lq	4
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedNorte cuenta con 5 CAPS para tu servicio de salud. Nuevos servicios, mejores experiencias… https://t.co/4whPt5r18m	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedCentroOri cuenta con 4 CAPS para tu servicio de salud. Nuevos servicios, mejores experien… https://t.co/HtlI0iNoqO	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias En #LaNuevaBogotá ya son 20 Centros de Atención Prioritaria que están funcionando, conoce dónde est… https://t.co/ZEb1O5gJ6p	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Consulta al médico si tienes alguno de estos síntomas https://t.co/FU0w4yx0gk	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/1Y3nMLk5Sg	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
En la Secretaría Distrital de Salud creemos en la responsabilidad que tenemos todos para vivir en ambientes seguros… https://t.co/ZdhBzKtB7W	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/naSOQHnZJG	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#Sexperto ¿Preguntas incómodas sobre sexualidad? Respuestas expertas sobre salud sexual y reproductiva. Ingresa ya… https://t.co/dV9YyvFELK	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/baHa5cQQwr	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¡Cuidado! Si tu hijo menor de 5 años tiene estos síntomas, debes llevarlo al médico de inmediato https://t.co/aV5oLY9vTz	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/A7g5sPxiig	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/mrY2avmpJM	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @PoliciaBogota: #Conductor viaja con tranquilidad y no exceda los limites de velocidad. #PuenteFestivo https://t.co/zbuHLXrk3k	6
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
@hildebrandolond Hola Sr Hildebrando... en el siguientre link podrà encontrar la informaciòn relacionada con su inq… https://t.co/8agme2R7yd	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Sabes cómo prevenir que a tu hijo menor de 5 años lo afecte una infección respiratoria? https://t.co/fw6FbLP6kL	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @Alcaldiakennedy: Sensibilización a residentes del conjunto San Felipe sobre tenencia responsable de mascotas y manejo de residuos	
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @katherinnecox: Sexperto... si no sabe que es, aquí un informe que hice en @rcnradio Gracias a @integracionbta y @SectorSalud  Grandes i…	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @HIUSJ_Bogota: Si tienes un hijo menor de 2 meses y presenta los siguientes signos de alarma debes consultar de inmediato al médico. @Se…	2
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @BogotaParticipa: La Alcaldía Mayor y líderes comunitarios con apoyo de los Institutos de Participación, Bienestar Animal y la Secretarí…	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
<f0><U+009F><U+0099><U+0082>En la @SubRedNorte nuestro personal asistencial y administrativo trabaja para que nuestros pacientes vuelvan a son… https://t.co/MUqcFYKrob	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @IDCBIS: Los testimonios de los pacientes que recuperan la visión gracias al trasplante de córnea, son la motivación para seguir trabaja…	13
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Sexperto: la plataforma web gratuita que responde las dudas sexuales https://t.co/WWAkiVmqFm vía @rcnradio	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Aplica estás prácticas para evitar la proliferación de enfermedades respiratorias. Consulta más info… https://t.co/8G8ZLiUMOs	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Evita que a quien esté a tu lado le dé ira tu estornudo https://t.co/mS09EV4vOY	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA ¿Cuántas veces al día te lavas las manos?  Aprende a hacerlo de manera correcta en… https://t.co/ik7oZYuzOZ	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
Cuando sientas que necesitas hablar con alguien, ¡nosotros te escuchamos!. Te garantizamos: Privacidad, Fácil acces… https://t.co/kv836xd2JI	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Ten cuidado con la exposición al sol y con los alimentos que consumas fuera de casa https://t.co/tK67fDUYFH	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Durante el viaje sigue estos cuidados para que no tengas inconvenientes de salud https://t.co/MzMex45yEx	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Prepárate si vas a viajar a zonas endémicas de fiebre amarilla en Colombia o en el exterior https://t.co/OvFHYRsAzJ	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#SemanaSantaConSalud Si emprendes viaje en este puente festivo, ten en cuenta estas recomendaciones https://t.co/cBmYD9C8lC	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
La @SubRedSur cuenta con 6 CAPS para tu servicio de salud. Conoce dónde están ubicados y acude, te esperamos.… https://t.co/Df2eFJ11Iv	3
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias En #LaNuevaBogotá ya son 20 Centros de Atención Prioritaria que están funcionando, conoce dónde est… https://t.co/ihpM9SpZm0	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedSurOcci cuenta con 6 CAPS para tu servicio de salud. Nuevos servicios, mejores experienci… https://t.co/bGE8kAFFsT	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedNorte cuenta con 5 CAPS para tu servicio de salud. Nuevos servicios, mejores experiencias… https://t.co/JnOpGnMcpf	1
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#BuenasNoticias La @SubRedCentroOri cuenta con 4 CAPS para tu servicio de salud. Nuevos servicios, mejores experien… https://t.co/TQVsN3GUvd	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA Sigue estas recomendaciones para cuidad a tu hijo menor de 5 años en casa https://t.co/OtCNy8r1G3	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/sMi8beXyip	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
#RespiraSinIRA  Si tienes más de 60 años, sigue estas recomendaciones https://t.co/1vZ0ST0iOU	0
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
RT @CanalCapital: .@SectorSalud puso en marcha el plan de salud para la Semana Santa. Estas son las principales recomendaciones <U+2192> https://t…	5
	
TRUE	Fri Jan 21 15:06:18 +0000 2011
